candidate_index,segment,timestamp,t_in_c,t_iw_c,t_ow_c,r_in_iw,r_iw_ow,r_ow_oa,r_in_oa,c_in,c_w,alpha_ghi_outer_wall,alpha_ghi_inner_wall
11,train,2018-08-01 07:30:00,0.010694544116660081,0.04037272862558667,0.07569500242258793,0.0008910502438126453,0.0005247133584218731,0.08790824835074736,0.48246421852500615,339.04977215063366,22.335976426459005,0.031715359400167814,0.03032012222657745
11,train,2018-08-01 07:35:00,0.010233537432441084,0.03689785727880075,0.07028438226030417,0.0008906800135692895,0.0005247123929628486,0.08784336726852654,0.4823867020756054,314.74977815199367,22.205963734544614,0.03171512042601532,0.030319827485266963
11,train,2018-08-01 07:40:00,0.009825185896310491,0.03382749912748543,0.06558251269462533,0.0008902832281234396,0.0005247105958863493,0.08777534847838123,0.4823068299078252,292.39416591743753,22.145068934735473,0.031714840790527894,0.03031948437630525
11,train,2018-08-01 07:45:00,0.009457630797942354,0.031117249774145157,0.06136760137307773,0.0008898667250326295,0.0005247078407085484,0.08770501548284833,0.48222539958798083,271.79713359141107,22.123684920119068,0.03171451793964621,0.030319091810691062
11,train,2018-08-01 07:50:00,0.009124040651578609,0.028705406315875245,0.05750373910613431,0.0008894367246338817,0.0005247040932299859,0.08763316030426321,0.4821431550440546,252.80394709504418,22.120421990543054,0.03171414981113136,0.030318649191231214
11,train,2018-08-01 07:55:00,0.008819273206014343,0.0265409404458216,0.05391649596678684,0.0008889987538894407,0.0005246993938651482,0.08756053085968112,0.4820607923990552,235.28089101517494,22.119937103758033,0.031713734792020776,0.03031815619769048
11,train,2018-08-01 08:00:00,0.00853902844077347,0.024584645173437853,0.05056658668123333,0.0008885576009893757,0.0005246938338150011,0.08748780862105814,0.4819789401066705,219.11067300601428,22.111404797424235,0.03171327157812011,0.030317612568183966
11,train,2018-08-01 08:05:00,0.0082791605727588,0.02279631378487585,0.04742753965649515,0.0008881172175242738,0.0005246875372922445,0.08741556104293359,0.4818981042794677,204.19100636566995,22.087417103909473,0.03171275888411754,0.030317017760166473
11,train,2018-08-01 08:10:00,0.008035958035914078,0.021178349944313397,0.044488608457569016,0.0008876808578591188,0.000524680645804784,0.08734422968015472,0.4818186626191802,190.4324763002934,22.04319904272028,0.031712195191634714,0.0303163707010858
11,train,2018-08-01 08:15:00,0.007806503036139943,0.01971013943531712,0.041745489016116,0.0008872511537427024,0.0005246732983093551,0.08727413996355707,0.4817408739219395,177.75457077976915,21.976009650169754,0.03171157856530591,0.03031566963297561
11,train,2018-08-01 08:20:00,0.007586171701550969,0.01835876463605482,0.03918499837586665,0.0008868301795170376,0.0005246656381896953,0.08720536644902399,0.4816647384915225,166.09138338922136,21.884783195413483,0.03171090573679193,0.03031491109765564
11,train,2018-08-01 08:25:00,0.0073764632177389725,0.017149858735858385,0.03680531019293926,0.0008864187491056502,0.0005246577812992799,0.08713803116592236,0.48159027334528676,155.36754564138317,21.76937770970874,0.03171017334661877,0.03031409144805047
11,train,2018-08-01 08:30:00,0.007177724800858562,0.016062680338465706,0.034606180843959146,0.0008860170154746459,0.000524649807919998,0.08707229072228609,0.48151752003043996,145.50739610055456,21.630316913606084,0.03170937785418126,0.030313206784633562
11,train,2018-08-01 08:35:00,0.006957934516968926,0.015045662717890231,0.032566070580274845,0.0008856290880419602,0.000524641948889098,0.0870063797484829,0.4814447679893085,136.53834699468638,21.47167205026382,0.0317085021718285,0.030312238459210418
11,train,2018-08-01 08:40:00,0.0067476775588718825,0.014167842709082383,0.03068658468865184,0.0008852536820815801,0.0005246342669054754,0.08694008872712188,0.481371637924641,128.37569164530905,21.294951364899035,0.031707537568012686,0.030311178261281026
11,train,2018-08-01 08:45:00,0.006549360812608216,0.013391527354826327,0.02896996945662333,0.000884889314237262,0.0005246267677957312,0.08687346117451995,0.4812980133346182,120.93558005681699,21.101562888530218,0.031706476435871704,0.030310019479835634
11,train,2018-08-01 08:50:00,0.006362127215344242,0.012699532313804128,0.027402186735426465,0.0008845345615687205,0.0005246194256239375,0.0868065715391538,0.48122381741097825,114.1444775505559,20.892990946280747,0.03170531101652387,0.03030875515252081
11,train,2018-08-01 08:55:00,0.0061850945410481676,0.012081097627234647,0.025965639061885346,0.0008841880484344633,0.0005246121988952961,0.08673951215090484,0.48114899693971225,107.93783489216881,20.67075106104243,0.03170403327083024,0.030307377821097038
11,train,2018-08-01 09:00:00,0.006016984542360835,0.011526125629088573,0.02464277457722348,0.0008838485513222233,0.0005246050445010779,0.08667235826282248,0.4810734921340736,102.25987180567007,20.43642351891829,0.03170263443945154,0.03030587902552178
11,train,2018-08-01 09:05:00,0.005856651102932692,0.011026778492105711,0.023417370537578457,0.0008835151153050818,0.0005245979217795673,0.0866051820027396,0.4809972571559043,97.06207333291518,20.19165404666922,0.031701104912000615,0.030304249193167192
11,train,2018-08-01 09:10:00,0.005703040577569365,0.01057132276333027,0.02227368025945742,0.0008831870165705561,0.000524590797176351,0.08653803328214255,0.4809202336735835,92.30191234322757,19.938102987978112,0.03169943386896241,0.0303024772717817
11,train,2018-08-01 09:15:00,0.005555271491153586,0.010152686202181023,0.02119808714380294,0.0008828637145994572,0.0005245836514603172,0.08647093796219962,0.48084234532041126,87.94172086420707,19.67740532468858,0.03169760901686777,0.03030055047763408
11,train,2018-08-01 09:20:00,0.005410823780308323,0.009767441842098152,0.020198926833327097,0.000882544949962866,0.0005245764894767026,0.08640375493924274,0.4807634184191062,83.95112272105689,19.41142211252515,0.031695615129918725,0.030298452696700742
11,train,2018-08-01 09:25:00,0.0052628477594533155,0.009408808196410589,0.019267359154331972,0.0008822312333110491,0.0005245693594716474,0.08633568461659093,0.48068277839885165,80.31350802719768,19.14284446249718,0.03169342759044096,0.030296157410433858
11,train,2018-08-01 09:30:00,0.005112572815789444,0.009069658899367564,0.018386248842526223,0.0008819230514300919,0.0005245623047987435,0.08626598796533202,0.4805999185505006,77.0095386840428,18.87405746239186,0.031691020370297515,0.030293636502540047
11,train,2018-08-01 09:35:00,0.0049611813308444806,0.008747384018365034,0.017548816465058698,0.0008816209065042502,0.0005245553636252577,0.086193941685748,0.4805144251673929,74.01824279432967,18.607081050399238,0.03168836499971517,0.030290857621257262
11,train,2018-08-01 09:40:00,0.004810046641909492,0.00843908430273469,0.016749718911049236,0.0008813252684448521,0.0005245485678646586,0.08611884809616721,0.48042596641346896,71.31749949522724,18.343523507131252,0.031685429682190555,0.03028778345550297
11,train,2018-08-01 09:45:00,0.004660204733737075,0.008143315069536422,0.015985630411331574,0.0008810365650165197,0.0005245419435674462,0.08604000329419238,0.48033425195563195,68.8851748214246,18.08464214623851,0.03168217826551308,0.03028437184376078
